# filename	bytes	sha256
amh.txt	1327077	e5b111ca60f8b558d1311053287d81d2b131b009c0b4059cef205351feb345ce
francl.txt	5322457	edf577fe23636f4fd869edbc1454771c1599f4277b97fd4d8c32c4f8a2292796
grcsr.txt	1805821	a22cef5a2c19181d064f797ef29116a7515d6d4f8d66b7dccbb52ca008b7bf37
hin2017.txt	9818529	ca05a1f2ae658400f0f15821b3685dcfaf7c88f55deb85ee745134e4bf861bc1
nya.txt	3770397	d328f49427d094d8dad832d67e78365b1c857ced3f80deb7770a0046466d300c
spaRV1909.txt	4228938	8bcc689b8744fefe4a0547a67877a9da3a1a2731fd1f56e10f11b0e920e30afb
swhulb.txt	4282840	bbdb902dbcd227b6bf3439f54fec9a8ef4cb654cc0b13362a9a725040db53ada
WA-en-ulb.txt	4358285	75937ea2617f2875b1b8475698f04d77e1bd2eb7c11d5ca4acfada1e602e7b6b
